20:49:07 226586
20:49:08 214562
20:49:09 202850
20:49:10 231511
20:49:11 254747
20:49:12 267308
20:49:13 232388
20:49:14 261112
20:49:15 215770
20:49:16 237568
20:49:17 219969
20:49:18 251358
20:49:19 210391
20:49:20 213964
20:49:21 224535
20:49:22 250875
20:49:23 220259
20:49:24 196793
20:49:25 217949
20:49:26 249588
20:49:27 201455
20:49:28 235281
20:49:29 248151
20:49:30 210286
20:49:31 221513
20:49:32 318600
20:49:33 250560
20:49:34 257664
20:49:35 241655
20:49:36 204211
20:49:37 208380
20:49:38 207432
20:49:39 226209
20:49:40 236818
20:49:41 198422
20:49:42 330601
20:49:43 173258
20:49:44 238391
20:49:45 210100
20:49:46 236476
20:49:47 245666
20:49:48 225404
20:49:49 239548
20:49:50 222528
20:49:51 265956
20:49:52 193155
20:49:53 232435
20:49:54 242032
20:49:55 248438
20:49:56 261864
20:49:57 240371
20:49:58 205378
20:49:59 226788
20:50:00 243807
20:50:01 243501
20:50:02 261494
20:50:02 261494
20:50:03 229628
20:50:04 241931
20:50:05 220511
20:50:06 262800
20:50:07 200797
20:50:08 208781
20:50:09 197905
20:50:10 255024
20:50:11 199772
20:50:12 300450
20:50:13 249779
20:50:14 212597
20:50:15 261369
20:50:16 247947
20:50:17 195459
20:50:18 277511
20:50:19 275713
20:50:20 229123
20:50:21 263605
20:50:22 243089
20:50:23 248663
20:50:24 214257
20:50:25 227225
20:50:26 206256
20:50:27 167152
20:50:28 229608
20:50:29 223981
20:50:30 255730
20:50:31 243807
20:50:32 250784
20:50:33 187246
20:50:34 199399
20:50:35 269362
20:50:36 167851
20:50:37 192964
20:50:38 214189
20:50:39 236464
20:50:40 212971
20:50:41 215983
20:50:42 224853
20:50:43 249669
20:50:44 217424
20:50:45 188846
20:50:45 188846
20:50:46 226426
20:50:47 212562
20:50:48 250262
20:50:49 200330
20:50:50 246133
20:50:51 190991
20:50:52 211160
20:50:53 215225
20:50:54 226786
20:50:55 229001
20:50:56 200271
20:50:57 211528
20:50:58 197706
20:50:59 218322
20:51:00 275019
20:51:01 232301
20:51:02 277237
20:51:03 230994
20:51:04 230824
20:51:05 248239
20:51:06 210638
20:51:07 230357
20:51:08 191470
20:51:09 213162
20:51:10 219833
20:51:11 188425
20:51:12 217666
20:51:13 207460
